,artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
59130,Lajos Kassak,1923.0,abstract,669.0,861.0,77283.0,wikiart,Constructivism,Pictorial Architecture,train_only,True,98432.jpg
59146,Stefan Popescu,1913.0,landscape,1000.0,576.0,87393.0,wikiart,Impressionism,Blue Landscape,train_and_test,True,70184.jpg
59159,Thomas Lawrence,1821.0,portrait,610.0,944.0,120446.0,wikiart,Romanticism,"George IV, Seated, in Morning Dress ",train_and_test,True,84968.jpg
59204,David Johnson,1890.0,landscape,908.0,633.0,530131.0,wikiart,Romanticism,"At Larchmont Manor, Long Island Sound, New York ",train_and_test,True,85338.jpg
59234,Arkhip Kuindzhi,1887,landscape,1000.0,574.0,87174.0,wikiart,Realism,Seashore,train_and_test,False,31897.jpg
59251,from Beauty and the Beast,,illustration,600.0,956.0,137625.0,wikiart,Art Nouveau (Modern),A Brave Heart,train_and_test,False,42791.jpg
59282,Konstantin Makovsky,,landscape,1000.0,573.0,160432.0,wikiart,Realism,Summer Afternoon,train_and_test,True,87859.jpg
59312,Viktor Vasnetsov,,portrait,693.0,826.0,81922.0,wikiart,Realism,Wrestler`s head. Portrait of wrestler N.D. Kuznetsov,train_and_test,True,31710.jpg
59338,Bernhard Strigel,1515,portrait,572.0,1000.0,261632.0,wikiart,Northern Renaissance,Portrait of Sibylla (or Sybilla) von Freyberg (born Gossenbrot),train_only,True,9425.jpg
59355,Gerard David,c.1505,religious painting,627.0,912.0,121681.0,wikiart,Northern Renaissance,Archangel Gabriel and Virgin Annunciate,train_and_test,True,61360.jpg
59357,Jean-Baptiste-Simeon Chardin,,still life,831.0,688.0,250294.0,wikiart,Rococo,"Still Life with Pestle, Bowl, Copper Cauldron, Onions and a Knife",train_and_test,True,63294.jpg
59369,Kay Nielsen,1914.0,illustration,650.0,879.0,386622.0,wikiart,Art Nouveau (Modern),East of the Sun and West of the Moon,train_and_test,True,7751.jpg
59434,Sonia Delaunay,1916,still life,905.0,630.0,125913.0,wikiart,Orphism,Portugese Still Life,train_and_test,True,54926.jpg
59450,Jacek Malczewski,1911,symbolic painting,827.0,689.0,152104.0,wikiart,Art Nouveau (Modern),Death,train_and_test,False,77207.jpg
59457,Nicholas Roerich,1913,design,800.0,712.0,109661.0,wikiart,Art Nouveau (Modern),Maleine's room,train_and_test,True,91964.jpg
59485,James Charles,,landscape,944.0,603.0,140401.0,wikiart,Impressionism,A Cornfield near Wooler,train_and_test,False,43626.jpg
59496,Konstantin Korovin,1894,cityscape,1000.0,569.0,106214.0,wikiart,Impressionism,Harbor in Norway ,train_and_test,False,84075.jpg
59512,Family,1927,allegorical painting,711.0,800.0,184753.0,wikiart,Art Nouveau (Modern),Life (triptych),train_only,True,67946.jpg
59515,Titian,1539,religious painting,1156.0,492.0,129038.0,wikiart,High Renaissance,Presentation of the Virgin at the Temple,train_and_test,True,51817.jpg
59518,Jan van Eyck,1432,religious painting,455.0,1250.0,158998.0,wikiart,Northern Renaissance,The Ghent Altar (detail),train_and_test,True,53091.jpg
59529,Salvador Dali,1971,animal painting,640.0,888.0,99897.0,wikiart,Expressionism,The Christian Knight (Dali's Horses),train_and_test,False,79686.jpg
59562,Henri Rousseau,1900,cityscape,949.0,598.0,331492.0,wikiart,Post-Impressionism,Ile de la Cite,train_and_test,True,46155.jpg
59632,Francisco Goya,1798,religious painting,559.0,1013.0,442688.0,wikiart,Romanticism,The Arrest of Christ,train_and_test,True,17649.jpg
59667,Konstantin Yuon,1906,cityscape,1096.0,516.0,321724.0,wikiart,Post-Impressionism,The Blue Day. Rostov The Great,train_and_test,True,90617.jpg
59704,Aubrey Beardsley,,illustration,647.0,873.0,125964.0,wikiart,Art Nouveau (Modern),How Sir Launcelot was Known by Dame Elaine II,train_and_test,True,38892.jpg
59738,Pavel Svinyin,c.1812,genre painting,1024.0,551.0,136152.0,wikiart,Romanticism,Works on the shore,train_and_test,True,67550.jpg
59747,Martiros Saryan,1912,landscape,800.0,705.0,164182.0,wikiart,Expressionism,Apple trees in blossom,train_and_test,True,96847.jpg
59791,Agostino Carracci,,nude painting (nu),650.0,867.0,209857.0,wikiart,Baroque,Paris and Oenone,train_and_test,False,69092.jpg
59794,Agostino Carracci,,nude painting (nu),650.0,867.0,193203.0,wikiart,Baroque,Achille and Briseis,train_and_test,True,80103.jpg
59832,Theophile Steinlen,1907.0,poster,600.0,938.0,147917.0,wikiart,Art Nouveau (Modern),Franzosische Kunstausstellung zu Krefeld,train_and_test,True,37693.jpg
59860,Johannes Jan Schoonhoven,1969.0,abstract,750.0,750.0,171205.0,wikiart,Minimalism,Relief R 69-1,train_and_test,True,35189.jpg
59909,Karl Bodmer,,portrait,454.0,1237.0,213502.0,wikiart,Romanticism,Young Piegan Blackfeet woman,train_and_test,True,12962.jpg
59910,James McNeill Whistler,c.1886,portrait,511.0,1099.0,99347.0,wikiart,Impressionism,Harmony in Coral and Blue: Milly Finch,train_and_test,True,62017.jpg
59917,Giorgione,,portrait,643.0,873.0,76420.0,wikiart,High Renaissance,Young man (The impassioned singer) ,train_only,True,26679.jpg
59943,Felix Vallotton ,1898,portrait,701.0,800.0,73956.0,wikiart,Art Nouveau (Modern),Portrait of Pierre Louÿs ,train_and_test,False,3809.jpg
59953,Zdislav Beksinski,,symbolic painting,730.0,768.0,60540.0,wikiart,Surrealism,Untitled,train_and_test,True,20389.jpg
59958,Maerten van Heemskerck,c.1535,interior,728.0,770.0,94573.0,wikiart,Mannerism (Late Renaissance),Sculpture Court of the Casa Sassi in Rome,train_and_test,True,48610.jpg
59970,Rembrandt,1655,sketch and study,739.0,758.0,136406.0,wikiart,Baroque,The Agony in the Garden,train_and_test,True,97424.jpg
59985,Ferdynand Ruszczyc,,landscape,800.0,700.0,111322.0,wikiart,Impressionism,Sloneczny pejzaz,train_and_test,True,53549.jpg
59990,Toshi Yoshida,1951,cityscape,610.0,918.0,47516.0,wikiart,Sōsaku hanga,"Shrine of the Paper-Makers, Fukui",train_and_test,True,16627.jpg
60090,Salvador Dali,c.1920,still life,640.0,872.0,153725.0,wikiart,Post-Impressionism,Still Life by a Window,train_and_test,False,30512.jpg
60109,El Greco,c.1600,religious painting,638.0,874.0,108675.0,wikiart,Mannerism (Late Renaissance),Stigmatisation of St. Francis,train_and_test,True,53387.jpg
60112,Franklin Carmichael,1926.0,landscape,800.0,697.0,130663.0,wikiart,Art Nouveau (Modern),Jackknife Village,train_and_test,True,80808.jpg
60158,Piet Mondrian,,portrait,870.0,640.0,95526.0,wikiart,Impressionism,Woman and child in front of a farm,train_and_test,False,35360.jpg
60193,Salvador Dali,1958,portrait,640.0,869.0,59066.0,wikiart,Surrealism,Portrait of Sir James Dunn,train_and_test,True,3768.jpg
60195,Aleksey Antropov,1770,portrait,662.0,840.0,28811.0,wikiart,Baroque,"Portrait of Grand Duchess Catherine Alekseevna, Future Empress Catherine II the Great",train_and_test,False,54718.jpg
60270,Salvador Dali,1919,landscape,640.0,867.0,91943.0,wikiart,Impressionism,"Llane Beach, Cadaques",train_and_test,True,72672.jpg
60309,Pierre Bonnard,1895,genre painting,587.0,944.0,628497.0,wikiart,Post-Impressionism,On the Track,train_and_test,True,6635.jpg
60385,Grant Wood,1941.0,sketch and study,800.0,691.0,137824.0,wikiart,Regionalism,Iowa's corn field ,train_only,True,34680.jpg
60400,Joan Mitchell,1983,abstract,650.0,850.0,228472.0,wikiart,Abstract Expressionism,"La Grande Vallée XVI, Pour Iva",train_and_test,True,46461.jpg
60414,A.Y. Jackson,1933.0,landscape,780.0,708.0,134895.0,wikiart,Art Nouveau (Modern),Nellie Lake,train_and_test,False,75346.jpg
60474,Gerard Terborch,,genre painting,683.0,807.0,92577.0,wikiart,Baroque,Music Lesson,train_and_test,True,1490.jpg
60495,Camille Corot,c.1832,landscape,904.0,609.0,118940.0,wikiart,Realism,The Forest of Fontainebleau,train_and_test,True,19667.jpg
60502,Arturo Michelena,1890.0,battle painting,949.0,580.0,151080.0,wikiart,Romanticism,Vuelvan caras,train_and_test,True,60999.jpg
60549,George Mavroides,1959.0,portrait,667.0,824.0,243212.0,wikiart,Expressionism,Effie,train_and_test,True,80215.jpg
60582,Salvador Dali,1930,symbolic painting,640.0,858.0,67947.0,wikiart,Surrealism,The Feeling of Becoming,train_and_test,True,13176.jpg
60588,Istvan Nagy,,landscape,832.0,660.0,62702.0,wikiart,Post-Impressionism,From my Székely homeland (Sheep),train_and_test,False,80134.jpg
60614,Arthur Streeton,1889,landscape,1024.0,536.0,155310.0,wikiart,Impressionism,"Golden Summer, Eaglemont",test_only,False,58083.jpg
60654,Jeffrey Smart,1945,cityscape,800.0,685.0,193493.0,wikiart,Precisionism,Keswick Siding,train_only,True,33630.jpg
60734,Zinaida Serebriakova,1910,animal painting,734.0,745.0,119865.0,wikiart,Expressionism,Poultry yard,train_and_test,False,97816.jpg
60750,Balthus,c.1990,genre painting,760.0,719.0,112017.0,wikiart,Expressionism,The Cat in the Mirror,test_only,False,51252.jpg
60764,Paul Klee,1920,landscape,795.0,687.0,36305.0,wikiart,Surrealism,Before the snow,train_and_test,False,14412.jpg
60778,Raphael Kirchner,,nude painting (nu),600.0,910.0,104175.0,wikiart,Art Nouveau (Modern),Deadly Sins,train_and_test,True,88754.jpg
60819,Eugene Boudin,,genre painting,992.0,550.0,104249.0,wikiart,Impressionism,"Beach Scene, Trouville",train_and_test,True,99842.jpg
60827,Leon Bakst,1906.0,design,682.0,800.0,130300.0,wikiart,Art Nouveau (Modern),Elisium,train_and_test,True,64920.jpg
60834,Francisco de Zurbaran,1659,religious painting,658.0,829.0,194493.0,wikiart,Baroque,Rest on the Flight to Egypt,test_only,False,75516.jpg
60853,Sesshu Toyo,1486.0,landscape,533.0,1023.0,144579.0,wikiart,Ink and wash painting,Landscape of Four Seasons: Winter,train_only,True,90167.jpg
60855,Janos Tornyai,,landscape,826.0,660.0,121553.0,wikiart,Impressionism,Clouding over the Great Hungarian Plain,train_only,True,8061.jpg
60889,Rembrandt,1647,portrait,679.0,802.0,154981.0,wikiart,Baroque,Ephraim Bonus (The Jew with the Banister),train_and_test,True,10525.jpg
60942,Charles M. Russell,1924.0,genre painting,939.0,579.0,136454.0,wikiart,Romanticism,Smoke talk ,train_and_test,True,16081.jpg
61001,George Morland,,genre painting,792.0,685.0,99051.0,wikiart,Rococo,Thunderstorm,train_and_test,False,59681.jpg
61122,Titian,c.1532,portrait,676.0,800.0,69314.0,wikipedia,High Renaissance,Portrait of Jacopo (Giacomo) Dolfin,train_and_test,True,81299.jpg
61134,Marc Chagall,1970,genre painting,704.0,768.0,620245.0,wikiart,Surrealism,Lovers over Sant Paul,train_and_test,True,2430.jpg
61136,Marc Chagall,1968,genre painting,704.0,768.0,609702.0,wikiart,Naïve Art (Primitivism),Little peasants,train_and_test,True,87536.jpg
61171,El Greco,c.1580,religious painting,675.0,800.0,175300.0,wikipedia,Mannerism (Late Renaissance),Apparition of the Virgin to St. Lawrence,train_and_test,True,64698.jpg
61238,Rembrandt,1655,portrait,650.0,829.0,520731.0,wikiart,Baroque,Jacob Haring Portrait (The Old Haring ),train_and_test,True,99065.jpg
61274,Keisai Eisen,1830.0,bijinga,598.0,900.0,186515.0,wikiart,Ukiyo-e,Courtesan and Riddle,train_only,True,46973.jpg
61296,Camille Corot,,landscape,597.0,901.0,126197.0,wikiart,Realism,Landscape,train_and_test,True,22454.jpg
61301,Ford Madox Brown,,history painting,992.0,542.0,601185.0,wikiart,Romanticism,Bradshaw's defence of Manchester,test_only,False,78428.jpg
61355,Jackson Pollock,1949.0,abstract,1061.0,506.0,227470.0,wikiart,Action painting,Number 8,train_and_test,True,70863.jpg
61385,Arnold Böcklin,c.1861,landscape,894.0,600.0,236965.0,wikiart,Symbolism,The Bagpiper,train_and_test,False,99156.jpg
61420,Thomas Lawrence,1800.0,portrait,670.0,800.0,139174.0,wikiart,Rococo,Portrait of a Lady ,train_and_test,True,52468.jpg
61443,Antonio Carneiro,1928.0,portrait,595.0,900.0,435009.0,wikiart,Realism,"Retrato de Carlos Carneiro, Cavaleiro",train_only,True,76915.jpg
61505,Ilya Repin,1867.0,portrait,643.0,832.0,336474.0,wikiart,Realism,"Tatyana Repina, the Artist's Mother",train_and_test,True,44651.jpg
61552,Aleksandra Ekster,,design,590.0,905.0,174114.0,wikiart,Cubo-Futurism,Costume design,train_only,True,32665.jpg
61577,Tintoretto,,religious painting,667.0,800.0,129341.0,wikiart,Mannerism (Late Renaissance),Do not touch me,train_and_test,True,12814.jpg
61692,George Romney,1784.0,portrait,665.0,800.0,84099.0,wikiart,Rococo,"Jemima Yorke (1763–1804), Mrs Reginald Pole-Carew ",train_and_test,True,24709.jpg
61765,Fyodor Bronnikov,,cityscape,1000.0,531.0,136092.0,wikiart,Academicism,Rest on the lake,train_and_test,True,78289.jpg
61806,Thomas Lawrence,,portrait,663.0,800.0,122458.0,wikiart,Romanticism,"Harriet Elizabeth Peirse, Lady Beresford",train_and_test,True,41347.jpg
61824,Raoul Dufy,c.1908,marina,800.0,663.0,157873.0,wikiart,Fauvism,Boats at Martigues,train_and_test,True,21075.jpg
61845,Camille Corot,,landscape,1000.0,530.0,123739.0,wikiart,Realism,Dunkirk   a Fisherwoman with Shrimp ,train_and_test,True,72267.jpg
61860,Giorgio de Chirico,,landscape,800.0,662.0,184095.0,wikiart,Neo-baroque,Island and flower garland,train_and_test,False,55188.jpg
61898,Orest Kiprensky,1814,sketch and study,827.0,640.0,226468.0,wikiart,Romanticism,Griffonnage,train_and_test,True,47197.jpg
61924,Jan Matejko,,genre painting,800.0,661.0,128488.0,wikiart,Romanticism,Wladyslaw the Short,train_and_test,False,59611.jpg
61970,Henri Fantin-Latour,c.1882,portrait,768.0,688.0,140947.0,wikipedia,Realism,Portrait of Madame Léon Maître ,train_and_test,True,80206.jpg
61993,Jan Matejko,,genre painting,660.0,800.0,130233.0,wikiart,Romanticism,Sigmund and Barbara,train_and_test,True,8688.jpg
62012,Lucian Freud,1987,genre painting,660.0,800.0,136838.0,wikiart,Expressionism,Triple Portrait,train_and_test,True,89296.jpg
62022,William Turner,1808,battle painting,857.0,616.0,46773.0,wikiart,Romanticism,"The Battle of Trafalgar, as Seen from the Mizen Starboard Shrouds of the Victory",train_and_test,False,24743.jpg
62023,Toyen,1940.0,figurative,850.0,621.0,152025.0,wikiart,Surrealism,the Shooting Gallery X,train_and_test,True,47615.jpg
62033,Alekos Kontopoulos ,,genre painting,687.0,768.0,173824.0,wikiart,Cubism,He wasn't 18 1974,train_and_test,True,38753.jpg
62048,Rembrandt,,self-portrait,660.0,799.0,430362.0,wikipedia,Baroque,Self-portrait,train_and_test,False,34082.jpg
62058,Thomas Lawrence,1812.0,portrait,659.0,800.0,110256.0,wikipedia,Romanticism,"Charles William Vane-Stewart, 3rd Marquess of Londonderry",train_and_test,True,5657.jpg
62063,Eugene Delacroix,,cityscape,800.0,659.0,159725.0,wikiart,Romanticism,Kiosk of Trajan at Philae,train_and_test,False,67003.jpg
62131,Paul Mathiopoulos,1924.0,portrait,806.0,653.0,130748.0,wikiart,Art Nouveau (Modern),Portait of John Polemis,train_only,True,100079.jpg
62149,John Henry Twachtman,c.1892,landscape,851.0,618.0,370994.0,wikiart,Impressionism,Haystacksat Edge of Woods ,train_and_test,True,72221.jpg
62183,Paul Signac,1890,self-portrait,657.0,800.0,219717.0,wikiart,Pointillism,Portrait of Conté,train_and_test,True,19448.jpg
62194,Alonzo Cano,c.1640,religious painting,611.0,860.0,96101.0,wikiart,Baroque,Descent into Limbo,train_and_test,True,80105.jpg
62234,Gilbert Stuart,1785,portrait,656.0,800.0,106279.0,wikiart,Romanticism,Isaac Barre ,train_and_test,False,64880.jpg
62300,Evelyne Axell,1965.0,figurative,800.0,655.0,52757.0,wikiart,Pop Art,Axell-ération,train_only,True,14879.jpg
62304,Francesco Hayez,1867,genre painting,800.0,655.0,111041.0,wikiart,Orientalism,Inside the Harem,train_only,True,50734.jpg
62324,James Webb ,1878.0,landscape,944.0,555.0,79144.0,wikiart,Romanticism,"Namur, Belgium ",train_and_test,True,72459.jpg
62343,Franz Xaver Winterhalter,1833,genre painting,641.0,817.0,98157.0,wikiart,Romanticism,Roman Genre Scene,train_and_test,True,9399.jpg
62351,Umberto Boccioni,1916,landscape,950.0,551.0,59255.0,wikiart,Cubism,Landscape (mountains),train_and_test,False,76255.jpg
62352,Diego Velazquez,c.1631,portrait,539.0,971.0,105516.0,wikiart,Baroque,Dona Antonia de Ipenarrieta y Galdos and her Son,train_and_test,True,3407.jpg
62365,Johannes Vermeer,c.1659,religious painting,654.0,800.0,99842.0,wikiart,Baroque,Saint Praxedis,train_and_test,True,58337.jpg
62435,Janos Mattis-Teutsch,1919.0,abstract,763.0,685.0,87414.0,wikiart,Abstract Art,Composition,train_and_test,True,89040.jpg
62470,Albert Bierstadt,1861,wildlife painting,941.0,555.0,23825.0,wikiart,Luminism,"Deer Grazing, Grand Tetons, Wyoming",train_and_test,True,31173.jpg
62532,Giacomo Balla,c.1914,abstract,800.0,652.0,43179.0,wikiart,Futurism,Synthesis of movement,train_only,True,8022.jpg
62536,Taras Shevchenko,1849.0,genre painting,800.0,652.0,222346.0,wikiart,Romanticism,Kazakhs in yurta,train_and_test,False,14076.jpg
62560,Hans Baldung,,design,1000.0,521.0,689118.0,wikiart,Northern Renaissance,These stained glass windows in the Blumeneck Family Chapel,train_and_test,True,19649.jpg
62596,Norman Rockwell,,genre painting,714.0,729.0,231490.0,wikiart,Regionalism,Beguiling Buttercup,train_and_test,True,25682.jpg
62605,Rubens Santoro,1878.0,marina,944.0,551.0,112451.0,wikiart,Realism,A Siesta in Sunshine,train_only,True,58827.jpg
62625,William Orpen,,,800.0,650.0,91735.0,wikiart,,"My Work Room, Cassel 1917",train_and_test,True,8721.jpg
62789,Theophilus Brown,1964.0,still life,736.0,704.0,257404.0,wikiart,Neo-Expressionism,Lemon,train_only,True,74646.jpg
62794,Orest Kiprensky,1809,religious painting,500.0,1036.0,46946.0,wikiart,Romanticism,Madonna with the Child,train_and_test,True,3793.jpg
62833,Paul Gauguin,1894,landscape,800.0,647.0,102104.0,wikiart,Post-Impressionism,Farm in Brittany,train_and_test,True,90465.jpg
62842,George Pemba,1957,portrait,599.0,864.0,158038.0,wikiart,Social Realism,Girl with firewood,train_and_test,True,79594.jpg
62947,andrea loney,,,504.0,1024.0,259591.0,,Contemporary Realism,,test_only,False,83924.jpg
62998,Stanley Spencer,1929,symbolic painting,645.0,800.0,134058.0,wikiart,Neo-Romanticism,The Resurrection of the Soldiers,train_and_test,True,34492.jpg
63068,Niko Pirosmani,,animal painting,800.0,644.0,100393.0,wikiart,Naïve Art (Primitivism),Ram,train_and_test,True,24189.jpg
63090,Hans Hinterreiter,1960,tessellation,900.0,572.0,125599.0,wikiart,Op Art,Opus 121,train_and_test,True,44594.jpg
63092,Peter Paul Rubens,c.1614,portrait,660.0,780.0,26092.0,wikipedia,Baroque,Agrippina and Germanicus,train_and_test,True,36075.jpg
63144,Elaine de Kooning,1959,portrait,565.0,910.0,66882.0,wikiart,Expressionism,Portrait of Jack Greenbaum,train_only,True,33814.jpg
63241,Augustus John,1912.0,landscape,800.0,641.0,68990.0,wikiart,Post-Impressionism,Llyn Treweryn,train_and_test,True,24857.jpg
63301,Edouard Vuillard,1899,genre painting,908.0,564.0,532150.0,wikiart,Intimism,The First Class Compartment,train_and_test,False,13983.jpg
63322,Armand Guillaumin,1915,landscape,800.0,640.0,581979.0,wikiart,Impressionism,"Crozant, solitude",train_and_test,False,3559.jpg
63352,George Romney,1784.0,portrait,640.0,800.0,50937.0,wikiart,Rococo,Portrait of a Gentleman ,train_and_test,False,39638.jpg
63360,Childe Hassam,1908,cloudscape,901.0,568.0,508686.0,wikiart,Impressionism,Clouds (also known as Rain Clouds over Oregon Desert),train_and_test,False,2191.jpg
63393,Diego Rivera,1930,portrait,639.0,800.0,82823.0,wikiart,Naïve Art (Primitivism),My Godfather's Sons (Portrait of Modesto and Jesus Sanchez),train_and_test,True,75276.jpg
63398,Thomas Lawrence,1792.0,portrait,639.0,800.0,82745.0,wikiart,Romanticism,William Eden  ,train_and_test,True,101809.jpg
63426,Jack Bush,1929.0,landscape,800.0,639.0,533495.0,wikiart,Post-Impressionism,"Old House, Hogg’s Hollow ",train_and_test,True,7552.jpg
63448,Edouard Cortes,,cityscape,786.0,650.0,486137.0,wikiart,Post-Impressionism,The place de opera,train_and_test,True,102884.jpg
63467,Thomas Gainsborough,1782,portrait,600.0,851.0,238124.0,wikiart,Rococo,John Joseph Merlin,train_and_test,False,26582.jpg
63489,Mstislav Dobuzhinsky,1907,cityscape,800.0,638.0,89460.0,wikiart,Symbolism,Vilno. Market near the wall.,train_and_test,True,53867.jpg
63501,Arnold Böcklin,1872,history painting,638.0,800.0,87999.0,wikiart,Symbolism,The Death of Cleopatra,train_and_test,True,45245.jpg
63547,James Webb ,1869.0,cityscape,944.0,540.0,75012.0,wikiart,Romanticism,Italian Landscape ,train_and_test,True,56786.jpg
63618,Nicholas Roerich,,design,799.0,637.0,142325.0,wikiart,Art Nouveau (Modern),"Study of scene design for ""Night on Bald Mountain""",train_and_test,True,99718.jpg
63668,Guy Rose,1891,landscape,806.0,631.0,630441.0,wikiart,Impressionism,Giverny Hillside,train_and_test,True,13656.jpg
63684,Enrico Donati,1945.0,,782.0,650.0,142254.0,wikiart,Surrealism,Corte d'Appello,train_and_test,True,81588.jpg
63685,Constantine Maleas,,landscape,782.0,650.0,185723.0,wikiart,Post-Impressionism,Egyptian Landscape,train_only,True,85345.jpg
63707,Charles Turner,1814.0,portrait,635.0,800.0,157176.0,wikiart,Romanticism,King James I of England and VI of Scotland ,train_and_test,False,101147.jpg
63739,Arthur Streeton,1889,landscape,1024.0,496.0,176561.0,wikipedia,Ilkhanid,Autumn,test_only,False,27125.jpg
63754,Wilhelm Kotarbinski,c.1900,symbolic painting,564.0,900.0,297277.0,wikiart,Symbolism,Grave of a Suicide Victim,train_and_test,True,4245.jpg
63756,Samuel Peploe,1929.0,still life,741.0,685.0,88120.0,wikiart,Post-Impressionism,"Still Life with Bowl of Fruit, Jug, Cup and Saucer ",train_and_test,True,92801.jpg
63835,Laszlo Mednyanszky,1892.0,landscape,624.0,812.0,234907.0,wikiart,Impressionism,Trees with Hoar-frost,train_only,True,31582.jpg
63842,Carlos Saenz de Tejada,,illustration,633.0,800.0,109068.0,wikiart,Expressionism,Platero. The lulling sleeping brother.,train_and_test,True,71590.jpg
63872,Giorgio de Chirico,,genre painting,633.0,800.0,134055.0,wikiart,Neo-baroque,Cavalryman with a Red Hat and a Blue Cloak,train_and_test,True,33527.jpg
64044,William Collins,1843.0,genre painting,800.0,630.0,63329.0,wikiart,,Welsh Peasants Returning from Market; Scene near Barmouth ,train_and_test,True,29434.jpg
64071,Martiros Saryan,1935,portrait,630.0,800.0,133140.0,wikiart,Expressionism,Portrait of Karen Kamsarakan,train_and_test,True,78859.jpg
64084,Fete du 8 Juin 1902  ,1902.0,illustration,573.0,879.0,116060.0,wikiart,Art Nouveau (Modern),Lycee Racine,train_and_test,True,43961.jpg
64102,Giorgio de Chirico,1974,animal painting,629.0,800.0,175179.0,wikiart,Neo-baroque,The horses of Apollo,train_and_test,True,84205.jpg
64110,Charles Turner,1799.0,portrait,629.0,800.0,162582.0,wikiart,Romanticism,Henry Harington ,train_and_test,True,7352.jpg
64115,Frantisek Kupka,1905,mythological painting,629.0,800.0,161085.0,wikiart,Expressionism,Prometheus in chains,train_and_test,True,80636.jpg
64141,Ion Alin Gheorghiu,,figurative,650.0,774.0,224964.0,wikiart,Cubism,Hanging Garden,train_and_test,False,79726.jpg
64143,George Bouzianis,1927,portrait,655.0,768.0,143482.0,wikiart,Expressionism,Portrait,train_and_test,True,18601.jpg
64152,Pyotr Konchalovsky,,marina,811.0,620.0,136177.0,wikiart,Expressionism,Torpedo boats,train_and_test,False,59967.jpg
64159,Giovanni Boldini,1911,portrait,682.0,737.0,283716.0,wikiart,Realism,Self Portrait,train_and_test,True,24712.jpg
64170,Arturo Souto,,cityscape,628.0,800.0,166074.0,wikiart,Expressionism,Horse,train_only,True,101636.jpg
64173,Samuel Peploe,,still life,628.0,800.0,119671.0,wikiart,Post-Impressionism,Roses,train_and_test,True,96896.jpg
64197,Arnold Böcklin,,portrait,628.0,800.0,66709.0,wikiart,Symbolism,Portrait of Clara Bruckmann-Böcklin ,train_and_test,True,42280.jpg
64210,Richard Lindner,,portrait,628.0,800.0,68107.0,wikiart,Mechanistic Cubism,Louis II,train_and_test,True,41794.jpg
64247,George Bellows,1908,cityscape,804.0,624.0,110420.0,wikiart,American Realism,Excavation at Night,train_and_test,False,3188.jpg
64291,Akseli Gallen-Kallela,1892.0,genre painting,630.0,796.0,344900.0,wikiart,Romanticism,Shepherd Boy from Paanajärvi ,train_and_test,False,38403.jpg
64340,Armand Guillaumin,1880,marina,800.0,626.0,466339.0,wikiart,Impressionism,Vue de port,train_and_test,True,60680.jpg
64345,James Ward ,1835.0,genre painting,800.0,626.0,108635.0,wikiart,Romanticism,"'Rockingham', with His Owner, John Theobald, and Jockey, Jem Robinson ",train_and_test,True,23136.jpg
64372,David Scott,1843.0,history painting,530.0,944.0,73040.0,wikiart,Romanticism,"English War. The Spear (triptych, right panel)",train_and_test,True,54949.jpg
64391,Bada Shanren,,bird-and-flower painting,500.0,1000.0,276477.0,wikiart,Ink and wash painting,Pine and Cranes,train_and_test,True,74356.jpg
64423,David Burliuk,1960,flower painting,568.0,880.0,322585.0,wikiart,Post-Impressionism,Roses with blue background,train_and_test,False,44950.jpg
64501,Robert Henri,1911.0,portrait,488.0,1022.0,85376.0,wikiart,American Realism,Girl in Rose and Gray. Miss Carmel White ,train_and_test,True,83105.jpg
64523,Cromer ,1846.0,genre painting,800.0,623.0,73800.0,wikiart,Romanticism,Early Morning,train_and_test,True,70533.jpg
64534,Henri de Toulouse-Lautrec,1894,nude painting (nu),623.0,800.0,62568.0,wikiart,Post-Impressionism,Woman Pulling up Her Stockings,train_and_test,True,8780.jpg
64605,Thomas Lawrence,1822.0,portrait,622.0,800.0,76406.0,wikiart,Romanticism,George IV (detail),train_and_test,True,39143.jpg
64624,Kuzma Petrov-Vodkin,1922,design,1000.0,497.0,102760.0,wikiart,Symbolism,Set Design prologue to the staging of Satan's Diary (by L. Andreev) ,train_and_test,False,45686.jpg
64662,Ligia Macovei,,still life,650.0,764.0,243070.0,wikiart,Expressionism,Still Life,train_and_test,True,16849.jpg
64687,Egon Schiele,1915,cityscape,808.0,614.0,658299.0,wikiart,Expressionism,Island Town (Krumau Town Crescent),train_and_test,True,52452.jpg
64695,David Burliuk,,genre painting,800.0,620.0,330401.0,wikiart,Futurism,Woman with a horse,train_and_test,True,53796.jpg
64707,Mark Rothko,,interior,620.0,800.0,165503.0,wikiart,Expressionism,Interior,train_and_test,True,15683.jpg
64739,Kamal ud-Din Behzad,,miniature,551.0,900.0,447098.0,wikiart,Timurid Period,Hunting Ground,train_only,True,23031.jpg
64834,Diego Rivera,1946,portrait,618.0,800.0,117089.0,wikiart,Naïve Art (Primitivism),Portrait of Cuca Bustamante,train_and_test,False,37606.jpg
64865,George Stefanescu-Ramnic ,2005,symbolic painting,618.0,800.0,615508.0,wikiart,Expressionism,The Green Magician,train_and_test,True,42880.jpg
64870,Marc Chagall,c.1953,genre painting,800.0,618.0,78081.0,wikiart,Surrealism,Vence: night,train_and_test,True,21464.jpg
64894,Jean-Francois Millet,,self-portrait,616.0,802.0,99251.0,wikiart,Realism,Self-Portrait,train_and_test,True,5041.jpg
